devid,window_start,window_end,avg_temperature,avg_humidity,avg_lux
72:a5:12:55:c5:00,2024-01-05T09:40:00Z,2024-01-05T09:45:00Z,23.09,43.64,1369.08
72:a5:12:55:c5:00,2024-01-05T09:45:00Z,2024-01-05T09:50:00Z,24.28,44.34,1427.15
72:a5:12:55:c5:00,2024-01-05T09:50:00Z,2024-01-05T09:55:00Z,24.19,41.95,1460.5
72:a5:12:55:c5:00,2024-01-05T09:55:00Z,2024-01-05T10:00:00Z,23.9,43.45,1413.71
72:a5:12:55:c5:00,2024-01-05T10:00:00Z,2024-01-05T10:05:00Z,21.84,42.56,982.14
72:a5:12:55:c5:00,2024-01-05T10:05:00Z,2024-01-05T10:10:00Z,22.31,45.59,1043.57
72:a5:12:55:c5:00,2024-01-05T10:10:00Z,2024-01-05T10:15:00Z,23.23,45.31,1113.49
72:a5:12:55:c5:00,2024-01-05T10:15:00Z,2024-01-05T10:20:00Z,22.59,44.58,1018.04
72:a5:12:55:c5:00,2024-01-05T10:20:00Z,2024-01-05T10:25:00Z,23.89,46.63,969.04
72:a5:12:55:c5:00,2024-01-05T10:25:00Z,2024-01-05T10:30:00Z,22.74,42.92,988.61
72:a5:12:55:c5:00,2024-01-05T10:30:00Z,2024-01-05T10:35:00Z,22.62,43.63,1151.18
72:a5:12:55:c5:00,2024-01-05T10:35:00Z,2024-01-05T10:40:00Z,22.31,44.19,1008.09
72:a5:12:55:c5:00,2024-01-05T10:40:00Z,2024-01-05T10:45:00Z,22.58,41.94,964.34
72:a5:12:55:c5:00,2024-01-05T10:45:00Z,2024-01-05T10:50:00Z,22.41,44.45,931.3
72:a5:12:55:c5:00,2024-01-05T10:50:00Z,2024-01-05T10:55:00Z,22.92,40.56,890.45
72:a5:12:55:c5:00,2024-01-05T10:55:00Z,2024-01-05T11:00:00Z,23.07,46.09,1021.82
72:a5:12:55:c5:00,2024-01-05T11:00:00Z,2024-01-05T11:05:00Z,20.82,46.99,556.92
72:a5:12:55:c5:00,2024-01-05T11:05:00Z,2024-01-05T11:10:00Z,20.5,45.85,493.84
72:a5:12:55:c5:00,2024-01-05T11:10:00Z,2024-01-05T11:15:00Z,20.19,45.23,516.74
72:a5:12:55:c5:00,2024-01-05T11:15:00Z,2024-01-05T11:20:00Z,21.6,46.43,447.41
72:a5:12:55:c5:00,2024-01-05T11:20:00Z,2024-01-05T11:25:00Z,20.63,48.27,525.61
72:a5:12:55:c5:00,2024-01-05T11:25:00Z,2024-01-05T11:30:00Z,20.0,47.99,546.53
72:a5:12:55:c5:00,2024-01-05T11:30:00Z,2024-01-05T11:35:00Z,21.53,45.48,485.53
72:a5:12:55:c5:00,2024-01-05T11:35:00Z,2024-01-05T11:40:00Z,22.79,45.2,619.07
72:a5:12:55:c5:00,2024-01-05T11:40:00Z,2024-01-05T11:45:00Z,21.29,48.21,467.41
72:a5:12:55:c5:00,2024-01-05T11:45:00Z,2024-01-05T11:50:00Z,21.8,45.45,534.65
72:a5:12:55:c5:00,2024-01-05T11:50:00Z,2024-01-05T11:55:00Z,21.34,47.01,568.54
72:a5:12:55:c5:00,2024-01-05T11:55:00Z,2024-01-05T12:00:00Z,21.23,47.14,513.0
72:a5:12:55:c5:00,2024-01-05T12:00:00Z,2024-01-05T12:05:00Z,20.55,50.62,-11.31
72:a5:12:55:c5:00,2024-01-05T12:05:00Z,2024-01-05T12:10:00Z,19.83,51.72,-85.73
72:a5:12:55:c5:00,2024-01-05T12:10:00Z,2024-01-05T12:15:00Z,20.16,47.47,81.44
72:a5:12:55:c5:00,2024-01-05T12:15:00Z,2024-01-05T12:20:00Z,20.19,46.18,-10.19
72:a5:12:55:c5:00,2024-01-05T12:20:00Z,2024-01-05T12:25:00Z,19.6,48.87,32.24
72:a5:12:55:c5:00,2024-01-05T12:25:00Z,2024-01-05T12:30:00Z,20.6,53.6,40.36
72:a5:12:55:c5:00,2024-01-05T12:30:00Z,2024-01-05T12:35:00Z,19.9,54.04,-37.7
72:a5:12:55:c5:00,2024-01-05T12:35:00Z,2024-01-05T12:40:00Z,19.55,53.66,-11.85
72:a5:12:55:c5:00,2024-01-05T12:40:00Z,2024-01-05T12:45:00Z,20.32,49.61,80.07
72:a5:12:55:c5:00,2024-01-05T12:45:00Z,2024-01-05T12:50:00Z,19.46,46.44,-67.03
72:a5:12:55:c5:00,2024-01-05T12:50:00Z,2024-01-05T12:55:00Z,20.02,45.31,127.68
72:a5:12:55:c5:00,2024-01-05T12:55:00Z,2024-01-05T13:00:00Z,19.99,48.77,-44.69
72:a5:12:55:c5:00,2024-01-05T13:00:00Z,2024-01-05T13:05:00Z,19.36,52.71,-70.77
72:a5:12:55:c5:00,2024-01-05T13:05:00Z,2024-01-05T13:10:00Z,18.99,55.71,7.94
72:a5:12:55:c5:00,2024-01-05T13:10:00Z,2024-01-05T13:15:00Z,18.69,54.84,132.5
72:a5:12:55:c5:00,2024-01-05T13:15:00Z,2024-01-05T13:20:00Z,19.2,53.56,-114.66
72:a5:12:55:c5:00,2024-01-05T13:20:00Z,2024-01-05T13:25:00Z,19.54,51.33,-8.46
72:a5:12:55:c5:00,2024-01-05T13:25:00Z,2024-01-05T13:30:00Z,19.04,51.18,28.58
72:a5:12:55:c5:00,2024-01-05T13:30:00Z,2024-01-05T13:35:00Z,18.71,53.61,2.02
72:a5:12:55:c5:00,2024-01-05T13:35:00Z,2024-01-05T13:40:00Z,17.92,54.5,22.92
72:a5:12:55:c5:00,2024-01-05T13:40:00Z,2024-01-05T13:45:00Z,18.07,53.89,-43.08
72:a5:12:55:c5:00,2024-01-05T13:45:00Z,2024-01-05T13:50:00Z,18.52,51.04,-35.98
72:a5:12:55:c5:00,2024-01-05T13:50:00Z,2024-01-05T13:55:00Z,18.34,54.41,-8.91
72:a5:12:55:c5:00,2024-01-05T13:55:00Z,2024-01-05T14:00:00Z,18.59,53.96,-67.79
72:a5:12:55:c5:00,2024-01-05T14:00:00Z,2024-01-05T14:05:00Z,17.53,53.86,-2.68
72:a5:12:55:c5:00,2024-01-05T14:05:00Z,2024-01-05T14:10:00Z,17.82,54.43,-23.32
72:a5:12:55:c5:00,2024-01-05T14:10:00Z,2024-01-05T14:15:00Z,17.46,57.38,-28.2
72:a5:12:55:c5:00,2024-01-05T14:15:00Z,2024-01-05T14:20:00Z,17.79,55.53,19.23
72:a5:12:55:c5:00,2024-01-05T14:20:00Z,2024-01-05T14:25:00Z,17.54,59.18,-109.24
72:a5:12:55:c5:00,2024-01-05T14:25:00Z,2024-01-05T14:30:00Z,16.31,57.0,-13.75
72:a5:12:55:c5:00,2024-01-05T14:30:00Z,2024-01-05T14:35:00Z,16.94,55.03,139.04
72:a5:12:55:c5:00,2024-01-05T14:35:00Z,2024-01-05T14:40:00Z,17.41,55.98,-65.17
72:a5:12:55:c5:00,2024-01-05T14:40:00Z,2024-01-05T14:45:00Z,16.77,56.13,77.13
72:a5:12:55:c5:00,2024-01-05T14:45:00Z,2024-01-05T14:50:00Z,17.86,54.54,3.28
72:a5:12:55:c5:00,2024-01-05T14:50:00Z,2024-01-05T14:55:00Z,18.42,54.17,-36.18
72:a5:12:55:c5:00,2024-01-05T14:55:00Z,2024-01-05T15:00:00Z,18.23,57.4,-79.24
72:a5:12:55:c5:00,2024-01-05T15:00:00Z,2024-01-05T15:05:00Z,16.34,60.18,8.38
72:a5:12:55:c5:00,2024-01-05T15:05:00Z,2024-01-05T15:10:00Z,17.36,59.69,87.2
72:a5:12:55:c5:00,2024-01-05T15:10:00Z,2024-01-05T15:15:00Z,16.55,61.52,-23.35
72:a5:12:55:c5:00,2024-01-05T15:15:00Z,2024-01-05T15:20:00Z,16.26,57.4,-4.86
72:a5:12:55:c5:00,2024-01-05T15:20:00Z,2024-01-05T15:25:00Z,16.1,61.83,60.62
72:a5:12:55:c5:00,2024-01-05T15:25:00Z,2024-01-05T15:30:00Z,16.28,56.68,20.45
72:a5:12:55:c5:00,2024-01-05T15:30:00Z,2024-01-05T15:35:00Z,16.23,56.46,-94.34
72:a5:12:55:c5:00,2024-01-05T15:35:00Z,2024-01-05T15:40:00Z,16.57,54.97,5.93
72:a5:12:55:c5:00,2024-01-05T15:40:00Z,2024-01-05T15:45:00Z,16.56,57.59,90.73
72:a5:12:55:c5:00,2024-01-05T15:45:00Z,2024-01-05T15:50:00Z,16.47,57.48,-2.22
72:a5:12:55:c5:00,2024-01-05T15:50:00Z,2024-01-05T15:55:00Z,16.73,59.54,-164.49
72:a5:12:55:c5:00,2024-01-05T15:55:00Z,2024-01-05T16:00:00Z,17.18,58.97,23.29
72:a5:12:55:c5:00,2024-01-05T16:00:00Z,2024-01-05T16:05:00Z,16.24,58.01,-11.91
72:a5:12:55:c5:00,2024-01-05T16:05:00Z,2024-01-05T16:10:00Z,14.78,59.61,-109.75
72:a5:12:55:c5:00,2024-01-05T16:10:00Z,2024-01-05T16:15:00Z,14.14,59.65,-100.75
72:a5:12:55:c5:00,2024-01-05T16:15:00Z,2024-01-05T16:20:00Z,16.23,56.84,58.51
72:a5:12:55:c5:00,2024-01-05T16:20:00Z,2024-01-05T16:25:00Z,14.85,58.43,-43.94
72:a5:12:55:c5:00,2024-01-05T16:25:00Z,2024-01-05T16:30:00Z,15.54,58.85,-54.45
72:a5:12:55:c5:00,2024-01-05T16:30:00Z,2024-01-05T16:35:00Z,14.97,63.26,-2.14
72:a5:12:55:c5:00,2024-01-05T16:35:00Z,2024-01-05T16:40:00Z,14.59,60.78,-38.65
72:a5:12:55:c5:00,2024-01-05T16:40:00Z,2024-01-05T16:45:00Z,15.99,61.72,6.0
72:a5:12:55:c5:00,2024-01-05T16:45:00Z,2024-01-05T16:50:00Z,16.13,57.4,-12.16
72:a5:12:55:c5:00,2024-01-05T16:50:00Z,2024-01-05T16:55:00Z,15.32,62.78,-72.0
72:a5:12:55:c5:00,2024-01-05T16:55:00Z,2024-01-05T17:00:00Z,14.12,62.99,-30.67
72:a5:12:55:c5:00,2024-01-05T17:00:00Z,2024-01-05T17:05:00Z,14.84,57.59,26.57
72:a5:12:55:c5:00,2024-01-05T17:05:00Z,2024-01-05T17:10:00Z,15.41,60.18,2.52
72:a5:12:55:c5:00,2024-01-05T17:10:00Z,2024-01-05T17:15:00Z,14.28,62.58,-4.92
72:a5:12:55:c5:00,2024-01-05T17:15:00Z,2024-01-05T17:20:00Z,15.28,62.88,116.24
72:a5:12:55:c5:00,2024-01-05T17:20:00Z,2024-01-05T17:25:00Z,15.16,60.23,43.86
72:a5:12:55:c5:00,2024-01-05T17:25:00Z,2024-01-05T17:30:00Z,15.52,60.98,51.15
72:a5:12:55:c5:00,2024-01-05T17:30:00Z,2024-01-05T17:35:00Z,15.24,60.4,-9.96
72:a5:12:55:c5:00,2024-01-05T17:35:00Z,2024-01-05T17:40:00Z,14.59,61.81,13.21
72:a5:12:55:c5:00,2024-01-05T17:40:00Z,2024-01-05T17:45:00Z,15.89,63.99,-25.87
72:a5:12:55:c5:00,2024-01-05T17:45:00Z,2024-01-05T17:50:00Z,15.08,60.05,46.65
72:a5:12:55:c5:00,2024-01-05T17:50:00Z,2024-01-05T17:55:00Z,15.15,63.59,-6.62
72:a5:12:55:c5:00,2024-01-05T17:55:00Z,2024-01-05T18:00:00Z,14.61,60.03,13.34
72:a5:12:55:c5:00,2024-01-05T18:00:00Z,2024-01-05T18:05:00Z,14.73,60.3,9.64
72:a5:12:55:c5:00,2024-01-05T18:05:00Z,2024-01-05T18:10:00Z,14.47,63.64,-1.09
72:a5:12:55:c5:00,2024-01-05T18:10:00Z,2024-01-05T18:15:00Z,14.9,63.84,176.29
72:a5:12:55:c5:00,2024-01-05T18:15:00Z,2024-01-05T18:20:00Z,16.03,63.7,-40.0
72:a5:12:55:c5:00,2024-01-05T18:20:00Z,2024-01-05T18:25:00Z,14.18,59.37,-40.54
72:a5:12:55:c5:00,2024-01-05T18:25:00Z,2024-01-05T18:30:00Z,14.03,61.07,41.65
72:a5:12:55:c5:00,2024-01-05T18:30:00Z,2024-01-05T18:35:00Z,15.88,63.65,-35.71
72:a5:12:55:c5:00,2024-01-05T18:35:00Z,2024-01-05T18:40:00Z,14.87,62.08,-17.48
72:a5:12:55:c5:00,2024-01-05T18:40:00Z,2024-01-05T18:45:00Z,14.6,59.85,-65.18
72:a5:12:55:c5:00,2024-01-05T18:45:00Z,2024-01-05T18:50:00Z,15.62,62.92,29.49
72:a5:12:55:c5:00,2024-01-05T18:50:00Z,2024-01-05T18:55:00Z,14.64,60.57,30.26
72:a5:12:55:c5:00,2024-01-05T18:55:00Z,2024-01-05T19:00:00Z,16.1,65.59,-18.91
72:a5:12:55:c5:00,2024-01-05T19:00:00Z,2024-01-05T19:05:00Z,15.58,64.68,42.89
72:a5:12:55:c5:00,2024-01-05T19:05:00Z,2024-01-05T19:10:00Z,14.88,62.8,-111.49
72:a5:12:55:c5:00,2024-01-05T19:10:00Z,2024-01-05T19:15:00Z,16.46,64.31,-42.41
72:a5:12:55:c5:00,2024-01-05T19:15:00Z,2024-01-05T19:20:00Z,14.81,61.72,-10.2
72:a5:12:55:c5:00,2024-01-05T19:20:00Z,2024-01-05T19:25:00Z,15.62,63.12,-70.34
72:a5:12:55:c5:00,2024-01-05T19:25:00Z,2024-01-05T19:30:00Z,15.35,64.55,-104.92
72:a5:12:55:c5:00,2024-01-05T19:30:00Z,2024-01-05T19:35:00Z,15.95,62.08,-18.47
72:a5:12:55:c5:00,2024-01-05T19:35:00Z,2024-01-05T19:40:00Z,16.11,61.08,41.64
72:a5:12:55:c5:00,2024-01-05T19:40:00Z,2024-01-05T19:45:00Z,15.19,58.18,76.93
72:a5:12:55:c5:00,2024-01-05T19:45:00Z,2024-01-05T19:50:00Z,14.72,61.42,-32.84
72:a5:12:55:c5:00,2024-01-05T19:50:00Z,2024-01-05T19:55:00Z,15.45,63.24,43.99
72:a5:12:55:c5:00,2024-01-05T19:55:00Z,2024-01-05T20:00:00Z,14.76,63.48,38.19
72:a5:12:55:c5:00,2024-01-05T20:00:00Z,2024-01-05T20:05:00Z,16.88,61.4,73.12
72:a5:12:55:c5:00,2024-01-05T20:05:00Z,2024-01-05T20:10:00Z,15.75,59.31,-21.01
72:a5:12:55:c5:00,2024-01-05T20:10:00Z,2024-01-05T20:15:00Z,15.45,56.44,-107.91
72:a5:12:55:c5:00,2024-01-05T20:15:00Z,2024-01-05T20:20:00Z,15.78,59.4,4.21
72:a5:12:55:c5:00,2024-01-05T20:20:00Z,2024-01-05T20:25:00Z,14.86,59.78,-60.83
72:a5:12:55:c5:00,2024-01-05T20:25:00Z,2024-01-05T20:30:00Z,15.09,59.77,-43.41
72:a5:12:55:c5:00,2024-01-05T20:30:00Z,2024-01-05T20:35:00Z,16.39,61.63,-18.07
72:a5:12:55:c5:00,2024-01-05T20:35:00Z,2024-01-05T20:40:00Z,15.28,64.36,-20.34
72:a5:12:55:c5:00,2024-01-05T20:40:00Z,2024-01-05T20:45:00Z,15.04,60.64,8.49
72:a5:12:55:c5:00,2024-01-05T20:45:00Z,2024-01-05T20:50:00Z,15.99,59.96,42.19
72:a5:12:55:c5:00,2024-01-05T20:50:00Z,2024-01-05T20:55:00Z,16.38,59.87,-22.06
72:a5:12:55:c5:00,2024-01-05T20:55:00Z,2024-01-05T21:00:00Z,16.1,60.64,23.74
72:a5:12:55:c5:00,2024-01-05T21:00:00Z,2024-01-05T21:05:00Z,17.06,56.83,0.89
72:a5:12:55:c5:00,2024-01-05T21:05:00Z,2024-01-05T21:10:00Z,16.01,58.73,56.13
72:a5:12:55:c5:00,2024-01-05T21:10:00Z,2024-01-05T21:15:00Z,15.61,59.39,-11.32
72:a5:12:55:c5:00,2024-01-05T21:15:00Z,2024-01-05T21:20:00Z,17.37,58.9,-4.74
72:a5:12:55:c5:00,2024-01-05T21:20:00Z,2024-01-05T21:25:00Z,16.27,59.4,-22.46
72:a5:12:55:c5:00,2024-01-05T21:25:00Z,2024-01-05T21:30:00Z,16.31,59.35,-9.73
72:a5:12:55:c5:00,2024-01-05T21:30:00Z,2024-01-05T21:35:00Z,17.26,54.94,-47.01
72:a5:12:55:c5:00,2024-01-05T21:35:00Z,2024-01-05T21:40:00Z,16.8,59.76,-52.96
72:a5:12:55:c5:00,2024-01-05T21:40:00Z,2024-01-05T21:45:00Z,16.74,57.14,46.55
72:a5:12:55:c5:00,2024-01-05T21:45:00Z,2024-01-05T21:50:00Z,17.76,56.29,-64.99
72:a5:12:55:c5:00,2024-01-05T21:50:00Z,2024-01-05T21:55:00Z,16.08,56.28,-19.15
72:a5:12:55:c5:00,2024-01-05T21:55:00Z,2024-01-05T22:00:00Z,17.02,59.35,60.92
72:a5:12:55:c5:00,2024-01-05T22:00:00Z,2024-01-05T22:05:00Z,17.53,55.55,-21.16
72:a5:12:55:c5:00,2024-01-05T22:05:00Z,2024-01-05T22:10:00Z,17.66,52.64,49.72
72:a5:12:55:c5:00,2024-01-05T22:10:00Z,2024-01-05T22:15:00Z,18.42,56.96,-35.46
72:a5:12:55:c5:00,2024-01-05T22:15:00Z,2024-01-05T22:20:00Z,17.8,53.12,-63.07
72:a5:12:55:c5:00,2024-01-05T22:20:00Z,2024-01-05T22:25:00Z,17.82,56.28,-95.69
72:a5:12:55:c5:00,2024-01-05T22:25:00Z,2024-01-05T22:30:00Z,18.14,56.48,78.76
72:a5:12:55:c5:00,2024-01-05T22:30:00Z,2024-01-05T22:35:00Z,17.28,57.77,-68.21
72:a5:12:55:c5:00,2024-01-05T22:35:00Z,2024-01-05T22:40:00Z,17.0,59.56,44.83
72:a5:12:55:c5:00,2024-01-05T22:40:00Z,2024-01-05T22:45:00Z,16.87,53.27,-60.0
72:a5:12:55:c5:00,2024-01-05T22:45:00Z,2024-01-05T22:50:00Z,16.32,55.9,79.04
72:a5:12:55:c5:00,2024-01-05T22:50:00Z,2024-01-05T22:55:00Z,18.73,55.45,132.41
72:a5:12:55:c5:00,2024-01-05T22:55:00Z,2024-01-05T23:00:00Z,16.84,56.87,-101.19
72:a5:12:55:c5:00,2024-01-05T23:00:00Z,2024-01-05T23:05:00Z,18.57,53.54,-65.09
72:a5:12:55:c5:00,2024-01-05T23:05:00Z,2024-01-05T23:10:00Z,18.54,52.4,46.39
72:a5:12:55:c5:00,2024-01-05T23:10:00Z,2024-01-05T23:15:00Z,18.89,52.22,30.78
72:a5:12:55:c5:00,2024-01-05T23:15:00Z,2024-01-05T23:20:00Z,19.2,50.87,46.62
72:a5:12:55:c5:00,2024-01-05T23:20:00Z,2024-01-05T23:25:00Z,19.22,55.08,-34.43
72:a5:12:55:c5:00,2024-01-05T23:25:00Z,2024-01-05T23:30:00Z,18.36,54.02,119.25
72:a5:12:55:c5:00,2024-01-05T23:30:00Z,2024-01-05T23:35:00Z,18.61,54.94,7.08
72:a5:12:55:c5:00,2024-01-05T23:35:00Z,2024-01-05T23:40:00Z,18.88,52.49,-73.02
72:a5:12:55:c5:00,2024-01-05T23:40:00Z,2024-01-05T23:45:00Z,18.56,51.79,-15.19
72:a5:12:55:c5:00,2024-01-05T23:45:00Z,2024-01-05T23:50:00Z,19.67,50.95,-72.21
72:a5:12:55:c5:00,2024-01-05T23:50:00Z,2024-01-05T23:55:00Z,19.0,53.82,95.46
72:a5:12:55:c5:00,2024-01-05T23:55:00Z,2024-01-06T00:00:00Z,19.15,51.03,-39.62
72:a5:12:55:c5:00,2024-01-06T00:00:00Z,2024-01-06T00:05:00Z,20.4,53.7,29.55
72:a5:12:55:c5:00,2024-01-06T00:05:00Z,2024-01-06T00:10:00Z,20.7,47.38,-28.24
72:a5:12:55:c5:00,2024-01-06T00:10:00Z,2024-01-06T00:15:00Z,20.11,50.55,-36.92
72:a5:12:55:c5:00,2024-01-06T00:15:00Z,2024-01-06T00:20:00Z,19.22,53.13,-114.62
72:a5:12:55:c5:00,2024-01-06T00:20:00Z,2024-01-06T00:25:00Z,20.24,51.2,35.89
72:a5:12:55:c5:00,2024-01-06T00:25:00Z,2024-01-06T00:30:00Z,19.61,50.35,77.95
72:a5:12:55:c5:00,2024-01-06T00:30:00Z,2024-01-06T00:35:00Z,19.68,48.06,-54.96
72:a5:12:55:c5:00,2024-01-06T00:35:00Z,2024-01-06T00:40:00Z,20.35,47.24,-92.71
72:a5:12:55:c5:00,2024-01-06T00:40:00Z,2024-01-06T00:45:00Z,20.74,51.54,48.2
72:a5:12:55:c5:00,2024-01-06T00:45:00Z,2024-01-06T00:50:00Z,20.01,53.01,-98.77
72:a5:12:55:c5:00,2024-01-06T00:50:00Z,2024-01-06T00:55:00Z,20.19,49.12,73.17
72:a5:12:55:c5:00,2024-01-06T00:55:00Z,2024-01-06T01:00:00Z,21.02,47.72,-54.26
72:a5:12:55:c5:00,2024-01-06T01:00:00Z,2024-01-06T01:05:00Z,21.44,41.98,451.44
72:a5:12:55:c5:00,2024-01-06T01:05:00Z,2024-01-06T01:10:00Z,22.86,44.93,532.55
72:a5:12:55:c5:00,2024-01-06T01:10:00Z,2024-01-06T01:15:00Z,21.63,46.67,455.35
72:a5:12:55:c5:00,2024-01-06T01:15:00Z,2024-01-06T01:20:00Z,20.24,50.09,475.21
72:a5:12:55:c5:00,2024-01-06T01:20:00Z,2024-01-06T01:25:00Z,21.75,48.24,538.88
72:a5:12:55:c5:00,2024-01-06T01:25:00Z,2024-01-06T01:30:00Z,21.52,47.5,371.89
72:a5:12:55:c5:00,2024-01-06T01:30:00Z,2024-01-06T01:35:00Z,22.07,46.09,616.18
72:a5:12:55:c5:00,2024-01-06T01:35:00Z,2024-01-06T01:40:00Z,21.7,45.73,520.26
72:a5:12:55:c5:00,2024-01-06T01:40:00Z,2024-01-06T01:45:00Z,21.21,49.71,440.06
72:a5:12:55:c5:00,2024-01-06T01:45:00Z,2024-01-06T01:50:00Z,20.56,47.3,456.6
72:a5:12:55:c5:00,2024-01-06T01:50:00Z,2024-01-06T01:55:00Z,21.17,42.69,577.14
72:a5:12:55:c5:00,2024-01-06T01:55:00Z,2024-01-06T02:00:00Z,20.78,45.55,553.7
72:a5:12:55:c5:00,2024-01-06T02:00:00Z,2024-01-06T02:05:00Z,22.15,42.28,1083.21
72:a5:12:55:c5:00,2024-01-06T02:05:00Z,2024-01-06T02:10:00Z,22.85,42.91,959.04
72:a5:12:55:c5:00,2024-01-06T02:10:00Z,2024-01-06T02:15:00Z,23.5,45.13,1017.8
72:a5:12:55:c5:00,2024-01-06T02:15:00Z,2024-01-06T02:20:00Z,22.74,43.79,1025.59
72:a5:12:55:c5:00,2024-01-06T02:20:00Z,2024-01-06T02:25:00Z,21.78,43.85,1041.72
72:a5:12:55:c5:00,2024-01-06T02:25:00Z,2024-01-06T02:30:00Z,22.77,46.63,1067.64
72:a5:12:55:c5:00,2024-01-06T02:30:00Z,2024-01-06T02:35:00Z,23.22,42.61,956.96
72:a5:12:55:c5:00,2024-01-06T02:35:00Z,2024-01-06T02:40:00Z,22.13,47.73,993.15
72:a5:12:55:c5:00,2024-01-06T02:40:00Z,2024-01-06T02:45:00Z,22.42,42.66,963.39
72:a5:12:55:c5:00,2024-01-06T02:45:00Z,2024-01-06T02:50:00Z,22.51,44.18,996.84
72:a5:12:55:c5:00,2024-01-06T02:50:00Z,2024-01-06T02:55:00Z,22.03,43.44,1041.91
72:a5:12:55:c5:00,2024-01-06T02:55:00Z,2024-01-06T03:00:00Z,22.89,44.25,900.76
72:a5:12:55:c5:00,2024-01-06T03:00:00Z,2024-01-06T03:05:00Z,23.46,42.4,1480.78
72:a5:12:55:c5:00,2024-01-06T03:05:00Z,2024-01-06T03:10:00Z,23.79,42.38,1345.86
72:a5:12:55:c5:00,2024-01-06T03:10:00Z,2024-01-06T03:15:00Z,23.0,40.01,1395.77
72:a5:12:55:c5:00,2024-01-06T03:15:00Z,2024-01-06T03:20:00Z,23.27,39.27,1488.85
72:a5:12:55:c5:00,2024-01-06T03:20:00Z,2024-01-06T03:25:00Z,23.97,46.52,1433.89
72:a5:12:55:c5:00,2024-01-06T03:25:00Z,2024-01-06T03:30:00Z,23.31,40.55,1434.59
72:a5:12:55:c5:00,2024-01-06T03:30:00Z,2024-01-06T03:35:00Z,24.57,42.91,1343.38
72:a5:12:55:c5:00,2024-01-06T03:35:00Z,2024-01-06T03:40:00Z,23.3,38.3,1351.57
72:a5:12:55:c5:00,2024-01-06T03:40:00Z,2024-01-06T03:45:00Z,23.67,40.96,1470.69
72:a5:12:55:c5:00,2024-01-06T03:45:00Z,2024-01-06T03:50:00Z,24.1,41.26,1378.86
72:a5:12:55:c5:00,2024-01-06T03:50:00Z,2024-01-06T03:55:00Z,22.68,42.46,1384.52
72:a5:12:55:c5:00,2024-01-06T03:55:00Z,2024-01-06T04:00:00Z,22.48,36.07,1472.05
72:a5:12:55:c5:00,2024-01-06T04:00:00Z,2024-01-06T04:05:00Z,23.41,39.94,1669.06
72:a5:12:55:c5:00,2024-01-06T04:05:00Z,2024-01-06T04:10:00Z,25.09,37.31,1748.2
72:a5:12:55:c5:00,2024-01-06T04:10:00Z,2024-01-06T04:15:00Z,24.0,40.26,1734.63
72:a5:12:55:c5:00,2024-01-06T04:15:00Z,2024-01-06T04:20:00Z,25.87,37.54,1731.89
72:a5:12:55:c5:00,2024-01-06T04:20:00Z,2024-01-06T04:25:00Z,23.99,37.9,1700.94
72:a5:12:55:c5:00,2024-01-06T04:25:00Z,2024-01-06T04:30:00Z,24.44,39.06,1697.26
72:a5:12:55:c5:00,2024-01-06T04:30:00Z,2024-01-06T04:35:00Z,25.26,37.5,1667.35
72:a5:12:55:c5:00,2024-01-06T04:35:00Z,2024-01-06T04:40:00Z,25.53,38.66,1761.01
72:a5:12:55:c5:00,2024-01-06T04:40:00Z,2024-01-06T04:45:00Z,25.57,37.22,1691.96
72:a5:12:55:c5:00,2024-01-06T04:45:00Z,2024-01-06T04:50:00Z,25.06,35.94,1790.18
72:a5:12:55:c5:00,2024-01-06T04:50:00Z,2024-01-06T04:55:00Z,24.94,41.64,1718.58
72:a5:12:55:c5:00,2024-01-06T04:55:00Z,2024-01-06T05:00:00Z,24.69,37.02,1668.54
72:a5:12:55:c5:00,2024-01-06T05:00:00Z,2024-01-06T05:05:00Z,25.3,38.05,1917.58
72:a5:12:55:c5:00,2024-01-06T05:05:00Z,2024-01-06T05:10:00Z,24.5,39.91,1907.2
72:a5:12:55:c5:00,2024-01-06T05:10:00Z,2024-01-06T05:15:00Z,24.34,37.18,1992.4
72:a5:12:55:c5:00,2024-01-06T05:15:00Z,2024-01-06T05:20:00Z,24.83,36.76,1909.71
72:a5:12:55:c5:00,2024-01-06T05:20:00Z,2024-01-06T05:25:00Z,24.73,38.86,1915.28
72:a5:12:55:c5:00,2024-01-06T05:25:00Z,2024-01-06T05:30:00Z,24.56,40.64,2016.54
72:a5:12:55:c5:00,2024-01-06T05:30:00Z,2024-01-06T05:35:00Z,25.25,36.07,1962.35
72:a5:12:55:c5:00,2024-01-06T05:35:00Z,2024-01-06T05:40:00Z,25.4,38.11,2031.61
72:a5:12:55:c5:00,2024-01-06T05:40:00Z,2024-01-06T05:45:00Z,24.88,34.94,2007.39
72:a5:12:55:c5:00,2024-01-06T05:45:00Z,2024-01-06T05:50:00Z,25.72,37.62,1878.62
72:a5:12:55:c5:00,2024-01-06T05:50:00Z,2024-01-06T05:55:00Z,24.14,38.48,1991.25
72:a5:12:55:c5:00,2024-01-06T05:55:00Z,2024-01-06T06:00:00Z,24.71,36.7,2023.37
72:a5:12:55:c5:00,2024-01-06T06:00:00Z,2024-01-06T06:05:00Z,24.57,37.09,2091.97
72:a5:12:55:c5:00,2024-01-06T06:05:00Z,2024-01-06T06:10:00Z,23.88,35.18,2059.29
