hour,minute,day_of_week,time_diff,label
0,55,3,6.834648592293595,1
1,38,5,73.73968408939288,0
5,42,3,8.782719455081134,1
12,2,3,129.77942128307194,0
18,26,0,53.91741905088524,0
13,9,3,160.6617391189238,0
2,16,1,211.53762092387117,0
5,45,5,120.67054012192112,0
20,18,5,291.251051298979,0
22,32,6,267.63284525064313,0
22,29,1,258.3859215044422,0
7,16,0,212.99410287312398,0
20,55,6,212.77367221221186,0
0,2,6,114.70755312774943,0
3,24,5,90.23228853041205,0
13,8,2,240.3720759464072,0
4,40,3,86.38071545283998,0
16,59,2,700.5365921864154,0
5,21,5,847.7785557081459,1
10,2,5,122.98429993147698,0
3,57,3,40.8926754656845,0
7,52,1,162.8509528157275,0
0,49,0,285.15711672352876,0
8,16,3,287.6028062302176,0
2,10,4,269.42595170659695,0
20,23,6,208.4351436785553,0
20,51,3,35.533048160098176,0
8,22,2,239.71256761899662,0
4,42,3,66.26390921747301,0
9,41,2,157.69974510321276,0
16,22,6,156.87035206718502,0
11,2,2,128.44698379655324,0
23,0,5,50.25654747904925,0
15,32,1,149.8215962767985,0
2,52,5,211.56649555252068,0
1,28,1,135.66223771721857,0
15,25,1,36.76211757550112,0
9,39,4,198.13933378799865,0
10,52,5,859.5979440324742,0
21,32,1,93.12681854970583,0
16,7,6,144.33353178285003,0
17,59,6,128.57252718700244,0
2,39,0,202.7769603749632,0
9,34,4,90.94257659190733,0
19,5,5,82.53568547106832,0
16,17,3,189.9416342241223,0
14,46,0,628.9475791390867,0
4,58,5,259.8749613469505,0
21,0,1,45.06479296599742,0
22,41,2,195.60533220316813,0
6,4,4,54.32741008294339,0
4,14,1,34.03236312101426,0
20,37,5,265.4038301111233,0
18,34,2,269.39851593858407,0
6,25,4,185.26600303894605,0
14,29,5,659.7171733066172,0
7,29,5,159.79799963379068,0
23,55,3,190.16930608741654,0
19,54,4,153.5824337801277,0
11,5,6,66.75258714274543,0
12,29,3,112.35732901581603,0
23,44,4,65.36354225130478,0
21,24,5,197.60752573920453,0
18,21,2,111.44112586938628,0
19,5,0,80.151912439473,0
12,43,2,118.46220777445029,0
20,46,4,185.31154328610023,0
5,51,0,74.45528952169684,0
22,36,3,117.82003747355324,0
13,44,1,214.12677013367642,0
4,46,4,146.98269623770167,0
15,9,6,299.25156231298433,0
9,51,0,131.9087172888305,0
22,21,4,208.62962721515837,0
21,8,4,263.1083915705786,0
0,47,5,163.02444067361048,0
9,51,0,217.7185997615194,0
9,20,1,130.7347848524275,0
1,24,3,175.9978011769223,0
23,59,4,83.3951588001377,0
12,9,6,298.77380246754666,0
21,15,4,269.6068909796844,0
9,33,5,93.8284599517483,0
15,21,1,151.38310433034374,0
1,8,3,149.58405410969866,0
22,47,0,44.07714313894828,0
17,6,5,171.01124785767814,0
18,43,1,230.28763382003092,0
5,42,6,37.21933759163844,0
8,15,6,45.90762762237631,0
13,31,2,250.27446863151678,0
13,24,4,121.1012446860465,0
3,55,6,282.3306536782322,0
19,10,6,183.3938437523062,0
17,42,2,268.9508835575856,0
15,47,0,283.71085684262243,0
8,51,1,228.1703354599879,0
22,30,4,224.28971248096096,0
3,13,6,178.29887491591336,0
6,31,5,219.71244146660035,0
7,39,4,229.82089327081366,0
10,37,1,287.03733894095103,0
18,27,0,266.6697070044155,0
20,25,3,217.183237841072,0
12,47,3,248.6489934641582,0
22,4,2,136.22262981573272,0
3,56,5,34.07295240245494,0
10,40,5,36.43876791603194,0
14,26,4,208.40762550530744,0
21,26,4,208.68795027081757,0
8,23,2,156.7770579094422,0
21,19,1,105.84201027527429,0
7,48,3,171.17717210313089,0
22,40,1,106.56439422695534,0
14,29,0,74.95276506514614,0
16,3,3,59.240942329590865,0
6,2,6,90.15776127184546,0
14,0,6,1195.8174360243806,0
21,40,4,40.8633418028707,0
18,38,3,151.41494484234963,0
17,43,4,292.2324561053503,0
13,19,0,6.965551225029011,0
6,44,3,259.18545771371487,0
6,8,5,111.14088049091994,0
19,30,5,63.63121185308821,0
8,58,3,967.0254918795982,0
1,1,1,203.26011925630178,0
12,14,2,219.79751167994252,0
12,33,1,288.9199163495106,0
15,35,3,69.93560663339784,0
18,36,5,244.6359130365892,0
19,18,0,200.91478513315292,0
2,41,0,175.45916818983932,0
7,39,1,91.47254900831085,0
17,2,5,211.59762216414248,0
8,15,3,181.79778578140053,0
23,40,4,202.94562237973133,0
19,58,1,264.7056773986718,0
10,19,4,844.4379108611345,0
5,50,2,1143.1721045831114,1
11,24,1,166.3119622779856,0
12,19,3,169.75863873505074,0
1,6,2,236.9739725694166,0
0,51,3,84.31770561321899,0
21,7,1,202.45568735975138,0
1,2,2,103.6067560023615,0
12,43,6,164.5622287686934,0
18,12,5,74.52879080187256,0
16,41,1,282.68687693821244,0
10,56,0,171.71335189214062,0
23,59,4,267.23227090537137,0
14,54,0,35.79475029263136,0
1,53,1,241.4339546049928,0
23,48,5,226.952562791688,0
4,28,6,64.79206363123933,0
13,18,0,226.71843758964573,0
18,6,0,182.1829719794037,0
11,55,0,94.6549278509352,0
1,28,0,780.1196908144796,1
0,51,4,107.54407212871907,0
20,8,2,815.9222294154029,0
16,46,0,71.10400502655091,0
6,20,6,150.15448190297985,0
21,31,2,150.81754310848504,0
17,42,5,130.7408299381881,0
21,57,6,232.77550367386664,0
18,7,6,214.9524206970351,0
1,58,3,639.6368615518485,1
16,56,1,60.89308412512541,0
22,35,2,214.71983720541974,0
15,36,2,286.45041114205014,0
1,41,2,290.10922073131917,0
8,58,2,51.69021918766802,0
5,41,3,290.9461985681447,0
14,13,6,113.8815779950236,0
4,2,6,49.43581896484769,0
22,29,2,268.83561330376983,0
18,0,1,95.2801855392812,0
1,38,2,123.43580239844016,0
5,23,6,169.2901314098643,0
20,21,6,4.40975182595664,0
20,1,6,101.23346319114309,0
23,54,4,1132.1741660614066,0
18,16,4,252.04884341868456,0
5,31,2,185.9774088419877,0
8,26,0,252.89822103725865,0
7,21,5,249.97473911803036,0
7,24,0,221.4997153043491,0
20,50,1,35.27061028108679,0
15,37,3,83.47908968747461,0
21,37,0,119.06160991329351,0
10,3,6,230.70516105542265,0
16,15,0,4.86708257683358,0
15,16,6,5.118497566462819,0
2,42,0,51.175261507262846,0
4,20,1,254.5437792262229,0
22,52,1,200.6597201973254,0
20,38,2,120.52344513905315,0
16,49,3,39.52213488834941,0
23,46,1,199.3239045888228,0
18,43,6,114.5222944741834,0
0,4,6,177.27275152566213,0
9,20,5,154.05838621154368,0
9,55,3,104.81009382415625,0
22,56,1,181.50039728545144,0
2,55,1,130.56351856107807,0
1,15,1,137.7487472877625,0
12,37,1,133.62338776169244,0
10,37,5,261.43139591645206,0
6,48,0,176.13580606234663,0
16,43,6,628.3810574154,0
11,38,3,158.94720406244448,0
0,45,5,175.60736183585522,0
10,40,6,184.51920472340788,0
15,32,1,159.2879284483928,0
4,30,4,251.51709014621682,0
23,33,3,267.9379023441373,0
14,58,0,53.61605803760646,0
4,37,4,1.2764307868273306,1
16,6,1,119.65091030688556,0
4,59,6,38.81716015983759,0
12,13,4,47.43779327857945,0
5,20,4,207.90518017155554,0
6,43,6,144.2372553632194,0
3,23,2,162.305750533194,0
10,42,4,222.29834206288783,0
18,44,1,151.80092033053597,0
19,36,1,158.52996062571066,0
17,59,0,89.79747325239578,0
11,17,2,273.25081063240964,0
6,48,0,238.6679122906096,0
12,24,6,137.97034065035467,0
3,2,6,239.0842410101493,0
13,8,1,225.2471241780547,0
1,45,6,93.86824384718541,0
16,9,4,42.179592505759956,0
16,20,2,52.25695580165513,0
0,56,5,233.5942767724048,0
6,42,2,191.73999988146002,0
6,35,1,175.48857402285637,0
13,13,0,1145.709627292015,0
9,11,0,69.4787599441666,0
18,10,2,245.24146316033762,0
15,6,2,9.097201019681922,0
7,5,4,128.71167719256817,0
5,6,1,100.16221751281991,0
0,56,1,161.6788357405674,0
0,45,5,237.18451754213544,0
8,26,3,299.94668013682156,0
6,43,0,66.87713955195116,0
22,26,6,83.63724489692771,0
23,44,0,278.70878571218316,0
13,32,2,98.3232282464676,0
7,44,4,252.49800026488612,0
3,5,1,171.40035640807133,0
18,18,3,153.35328996249496,0
4,14,6,1105.339362339646,1
6,50,4,179.56295354872154,0
12,11,0,49.840114931025845,0
21,2,2,126.31197257758193,0
0,56,3,30.27593997453758,0
11,41,5,188.39885275944513,0
23,38,2,288.9607576810057,0
13,3,5,283.4047493820034,0
23,57,5,108.814611129487,0
0,23,3,151.86081924542674,0
12,8,2,127.08901086126033,0
22,35,1,4.294927871398238,0
1,19,3,170.83816507145656,0
20,14,5,220.99466992592076,0
0,35,4,200.7653391271285,0
7,19,3,189.6116513668138,0
2,44,6,167.74339563662306,0
10,4,5,148.2860913107931,0
1,26,1,200.86456277662748,0
22,6,3,261.45855364027227,0
7,20,5,70.57002201467776,0
17,45,2,40.18574538214443,0
14,17,2,89.49716590693674,0
12,57,5,262.23717172755846,0
18,59,1,168.55759829178655,0
4,12,1,250.4573693879188,0
23,42,3,225.22497047454834,0
23,11,4,123.74324069829693,0
8,22,2,38.12029204997598,0
17,20,3,123.72604878395978,0
7,18,4,30.185961524930708,0
0,14,6,295.050940852415,0
15,35,0,136.2417513852603,0
7,31,6,1048.49666836539,0
3,6,2,252.33000122507192,0
16,2,3,245.4789229471065,0
15,8,2,274.3269287695408,0
13,6,2,945.1130009558664,0
3,13,3,201.87361571882658,0
2,34,5,153.38404625077365,0
12,25,6,246.5015950363562,0
6,51,1,171.6426488149757,0
11,46,3,72.23171181894303,0
9,19,2,249.66724923569384,0
10,34,3,85.47421897788526,0
8,7,2,283.5968394080246,0
1,1,0,159.30766763921036,0
19,56,1,283.48775844500096,0
22,4,1,233.44536816981812,0
1,54,4,198.01593865917027,0
15,34,4,104.50188745353854,0
10,46,0,123.85893854829325,0
2,2,4,162.04651268632554,0
1,36,4,219.9720867213475,0
22,49,0,235.82271674880144,0
7,15,1,226.80770240555339,0
3,38,1,64.49269207828053,0
15,35,4,40.56502684586436,0
8,26,1,225.85353506230234,0
7,56,1,53.532983368802974,0
2,29,1,141.51120900233275,0
1,53,1,149.44012872950904,0
1,27,2,73.3915819202179,0
9,34,2,145.99922321908974,0
18,21,2,64.87779225878262,0
16,24,2,166.42526146625076,0
2,3,5,33.357494038302406,0
4,14,1,84.97230394457799,0
20,33,3,145.60432625720807,0
22,50,4,227.52667899064258,0
22,39,6,64.39407749800839,0
13,13,6,2.5243353658287693,0
5,19,6,264.4095928900666,0
23,8,4,127.00238222703032,0
18,37,2,1094.2178059011999,0
9,10,2,3.4740575212915967,0
13,26,0,259.5653911188041,0
5,46,1,221.28566459735302,0
7,56,2,169.35204554169465,0
0,36,2,297.20431925722005,0
9,45,6,213.93817765581258,0
15,9,6,107.57279758892182,0
18,11,2,221.18814945015714,0
9,1,3,270.6624395699023,0
6,26,6,295.3162407870903,0
23,14,5,151.01349500528673,0
4,12,4,116.57449931668279,0
13,45,1,294.22133889423833,0
13,25,5,46.96877899988308,0
2,7,2,656.4705167561647,1
18,42,2,281.28357331619264,0
2,49,1,273.0779265175088,0
21,23,3,129.0169329013023,0
5,41,5,226.1974919839511,0
10,46,4,202.14750912467056,0
23,25,5,129.34893981643978,0
7,51,1,95.4573748987828,0
12,33,1,297.14230150636587,0
22,30,5,224.73957087424924,0
8,50,1,679.1216013434754,0
12,25,2,78.00198220963335,0
21,10,2,46.76319219150857,0
0,30,4,187.15270387524168,0
6,31,1,52.46530608506204,0
18,27,6,163.52376327749312,0
20,44,2,182.52706722066725,0
2,0,3,272.4639225763058,0
13,10,2,40.070333664808835,0
19,38,2,31.02612726183101,0
2,31,3,1095.8389637054797,1
20,50,2,172.26313815138994,0
1,52,1,39.972605971758156,0
19,12,5,168.54460317593322,0
8,32,2,82.99524464087173,0
22,15,3,119.79391976525437,0
9,54,0,224.2760605347132,0
13,21,6,111.02446130756613,0
22,12,4,7.521580894605508,0
3,44,2,278.1396986679853,0
6,28,0,150.36611190559637,0
23,0,1,229.71632052602465,0
21,53,1,224.22400088483016,0
9,2,5,144.817153648287,0
11,1,1,284.28229894720926,0
22,24,2,269.68995870393485,0
10,53,2,143.91459232887854,0
20,18,0,145.5691964429892,0
14,21,6,79.88738329769939,0
2,10,0,57.999289628266354,0
16,35,6,203.7908741739085,0
19,35,6,155.0493370807448,0
8,3,0,81.34456290897018,0
13,33,1,204.73914912188854,0
2,25,2,121.05751759133261,0
7,14,1,53.05659509852987,0
3,40,5,268.91098787341474,0
3,26,4,103.58606223136405,0
13,52,4,226.72730715769669,0
14,38,0,250.11195597226975,0
11,50,2,289.48388548097785,0
18,3,2,240.02110285484284,0
2,53,1,37.0347169782111,0
23,41,0,186.65732463270652,0
2,12,3,62.67225279324314,0
2,9,4,60.09229965120262,0
3,6,3,194.14054477844513,0
17,15,2,275.6153979320329,0
14,53,4,125.21187497391979,0
2,27,4,115.63902022173201,0
6,40,3,266.3092067639186,0
17,23,5,221.35580639981848,0
3,29,1,249.67684082009401,0
21,44,4,43.02669248757348,0
4,53,0,59.046881442831264,0
4,1,6,9.32247546958423,1
14,9,0,31.22777863980253,0
13,20,5,225.5388117264382,0
21,23,4,146.72507402553543,0
20,9,4,225.25859096755255,0
19,58,3,39.21747592531541,0
0,14,0,220.39266015960067,0
8,14,2,87.1914310393332,0
22,10,5,253.39131382729857,0
22,58,3,260.0439638658023,0
6,54,5,175.1940423534228,0
11,39,4,149.3871276047073,0
14,58,3,47.810697345828785,0
13,10,2,147.89526272212993,0
12,17,4,3.6978170193241686,0
21,25,3,202.67474026018766,0
19,14,2,5.028411313269599,0
7,39,5,265.1198810006391,0
20,17,5,222.8957856701225,0
0,47,0,211.76729209876572,0
16,55,2,269.96194811758164,0
12,44,2,98.96170292079672,0
6,43,4,75.53734260799477,0
8,5,3,683.4528710893039,0
5,9,5,33.007941735350826,0
3,23,2,40.036419106033186,0
23,54,3,198.05907324966068,0
18,58,6,57.30719762300184,0
7,59,0,295.43705285913194,0
13,42,6,979.2815053050767,0
16,37,3,4.530327910894913,0
16,35,5,90.73809583938602,0
0,50,0,274.2018795523244,0
19,50,2,4.527190632897367,0
16,44,1,67.11830609171153,0
5,42,5,162.5238653145232,0
22,33,4,280.3436573279725,0
6,37,2,266.7331360855928,0
9,25,2,50.13183443743854,0
16,13,0,279.46888710607345,0
7,36,6,275.9409394494214,0
22,44,0,226.13046068996715,0
22,44,0,144.70125884549702,0
1,54,2,291.82351078475455,0
3,47,0,186.99396867202393,0
5,11,2,118.54198836294219,0
22,10,3,242.7738537742059,0
14,39,6,245.75965866178666,0
8,38,2,128.80568236350825,0
16,27,1,280.9709587951829,0
16,50,6,62.25613846966237,0
21,59,3,96.89365985281344,0
12,23,6,57.49705990153572,0
22,49,5,230.75003950987113,0
20,42,3,199.4747362004406,0
5,0,5,71.2550467183173,0
6,50,5,278.9769647527614,0
5,36,6,247.0434959733871,0
8,55,1,89.76652485970948,0
17,58,4,161.0266872976136,0
8,0,0,219.83252051306914,0
21,52,0,3.8123704563218483,0
16,2,5,2.347920510246271,0
13,55,5,172.93075574366614,0
15,1,2,287.16705356784485,0
21,29,4,148.9736246656495,0
22,47,2,73.38399724643389,0
20,44,2,9.219919859879097,0
4,17,0,33.44118645628845,0
10,5,0,246.35702050211606,0
6,12,4,113.04933930227119,0
17,15,1,110.47622348738516,0
15,6,5,179.0383220055267,0
1,0,6,1199.2302688029827,1
22,19,6,218.48641464956486,0
7,27,1,107.99014826404274,0
13,35,5,293.80519694945895,0
9,28,3,43.657112203931305,0
6,45,5,151.92689657340966,0
13,44,5,229.89656978763352,0
2,19,0,54.743952962840105,0
18,3,1,293.4069105211951,0
8,15,2,271.5636929086031,0
20,1,0,6.838666195771189,0
9,18,4,1089.3343312070742,0
5,29,5,181.54107165627192,0
9,12,1,31.627622222984893,0
23,10,0,244.40986926100268,0
3,39,3,233.31532246943374,0
3,47,2,703.1462767488745,1
20,30,5,229.2805252824215,0
23,30,1,132.3048770816398,0
14,15,2,50.04837243670559,0
8,49,0,157.61120166505026,0
20,45,4,46.814225769605656,0
16,30,2,172.16679904895472,0
15,43,3,206.14418081275142,0
3,39,2,134.98189325301817,0
8,4,3,57.786062948523806,0
12,42,6,246.24767477778582,0
6,8,2,189.40486464631772,0
23,20,2,251.06321375854787,0
7,24,5,266.5635517741264,0
0,32,1,168.40423794256162,0
5,20,5,180.73116486626992,0
13,6,0,159.2901786950875,0
13,17,2,205.16282890500744,0
23,0,0,5.400953001960831,0
11,3,3,49.51312215435787,0
15,19,2,236.9407727642637,0
20,7,5,129.66656315743268,0
15,1,0,73.98891696484222,0
4,42,1,171.0834550879545,0
0,43,4,283.10088281847266,0
18,53,0,179.68782481670365,0
2,21,4,251.6579707102682,0
20,20,0,295.38500118871247,0
21,22,5,262.644279310103,0
19,25,1,184.9177077865359,0
7,6,5,114.76017068620175,0
17,24,2,72.95828517647031,0
16,16,1,214.73719520885703,0
13,32,2,224.04568599064442,0
8,45,3,35.557840528382386,0
21,58,6,277.2381317630116,0
8,26,2,277.70044701727,0
23,50,6,290.3870091464564,0
13,51,5,65.47544556252718,0
14,40,5,48.505219583193025,0
20,10,1,195.97111204195195,0
6,0,4,40.04531486535727,0
21,11,4,810.1163639711225,0
18,26,0,276.5080619198559,0
12,15,4,68.6660433895571,0
9,29,1,266.3139872708733,0
21,29,6,141.09018904656077,0
0,22,4,206.68239590106293,0
20,20,2,162.99267953235733,0
15,45,4,233.33198324069284,0
15,6,1,45.473050038117826,0
8,2,2,214.44479387201176,0
15,49,6,184.90747976065052,0
18,12,0,32.863705213597456,0
12,19,6,141.13948986085373,0
2,15,1,139.38822108512545,0
22,46,4,266.44113924867844,0
13,22,5,231.98078828553002,0
7,14,4,99.2331621799894,0
11,51,2,177.99679393502777,0
6,46,0,55.10836257584877,0
15,41,3,138.9723592215458,0
10,11,2,45.852466606710024,0
5,46,0,938.9854684440579,1
17,31,4,188.5687544913352,0
18,23,0,44.975364654534815,0
4,47,0,220.47671694554592,0
11,15,2,207.97578474987301,0
0,58,2,885.0212093208753,1
23,26,4,7.632051440109975,0
16,44,5,214.7818867721765,0
11,4,3,8.045829997931849,0
9,24,0,229.509431330469,0
17,51,3,117.88262814442632,0
15,33,6,72.78653160458657,0
3,26,0,76.95744530432034,0
21,34,2,88.32565710800134,0
19,21,6,146.9972674699721,0
20,17,3,264.3454438659313,0
2,35,6,200.70518100294058,0
9,46,5,189.89909892517025,0
6,49,6,241.41621881708338,0
1,26,0,179.94906774437106,0
19,37,6,94.12345756054016,0
3,42,6,114.36078419841245,0
10,28,2,50.02253894754246,0
23,23,1,140.95498873272726,0
0,49,6,108.0552265343788,0
19,23,3,8.464069445485745,0
8,37,1,126.37074763346871,0
16,22,4,235.7417872008474,0
23,43,6,51.35228393111904,0
1,54,3,219.54510960043717,0
18,56,2,236.74487993750697,0
6,19,3,145.06750566137381,0
8,1,0,124.2095476719929,0
10,8,6,97.1338105429867,0
10,1,0,173.26556214660383,0
4,3,6,115.57241252667939,0
0,37,2,253.9604591265272,0
22,5,1,263.3874959158487,0
22,1,0,99.097316431946,0
8,26,1,216.08615576544548,0
13,25,0,266.8941717272714,0
18,19,4,147.2296871731425,0
23,57,3,62.610986534404525,0
20,47,0,8.245051129087944,0
0,35,2,165.2471907293674,0
18,59,4,285.31835579578296,0
13,52,1,192.1998922886398,0
9,53,2,60.922084117651835,0
6,57,6,186.08880201032045,0
17,21,6,6.977482976400936,0
13,53,5,82.37508330805046,0
2,26,2,44.990338288209436,0
22,58,3,217.66490333583712,0
22,55,5,217.37420418280024,0
17,49,4,192.085642745662,0
15,10,6,158.56436051853234,0
8,47,0,178.25773207667993,0
11,16,3,299.07578109943876,0
3,28,3,246.3055875929702,0
22,31,0,62.35163739495973,0
2,50,0,163.50322649810357,0
18,14,6,68.55170144047653,0
16,52,3,104.73400609076138,0
5,38,4,203.7214669832513,0
16,54,2,227.10279978545688,0
19,39,3,251.21490054204222,0
9,6,6,266.6859760203228,0
16,31,2,227.19418291096085,0
9,49,5,52.53012781876615,0
3,38,5,1074.098653719526,1
7,15,0,76.10876720912748,0
22,19,3,76.58260737008001,0
23,45,5,247.77202986929535,0
5,26,5,56.935472120923436,0
20,56,5,160.27608083428674,0
12,57,6,131.01926135948787,0
10,39,0,37.453831523541695,0
18,54,0,70.47829418272181,0
10,0,3,46.042123975063646,0
9,54,2,172.1037773515,0
0,1,5,869.9858243097278,1
0,40,3,219.6338044567584,0
19,15,5,294.58165926454967,0
21,20,2,202.0968750288628,0
23,40,2,97.80312426210912,0
7,36,0,297.6518394714745,0
13,26,3,68.662460654061,0
14,15,0,111.49749967127876,0
1,59,2,44.669017371541784,0
3,5,2,196.35616419228563,0
16,37,4,172.07339525975024,0
2,4,3,202.92136453876668,0
17,49,3,4.498847138136758,0
16,50,0,209.32866965902127,0
6,37,2,167.27417028775002,0
9,30,2,48.32862027973323,0
17,31,4,299.4605399104479,0
2,38,2,75.91851230009416,0
19,53,6,121.65438369235024,0
1,2,3,121.61134379285951,0
21,33,1,178.93253599848563,0
15,13,0,30.215395631677907,0
10,3,3,48.71280121889128,0
15,45,2,190.9916697391666,0
5,18,5,238.96447913386694,0
7,0,6,9.264882520485392,0
13,43,3,239.17335354918671,0
15,40,3,199.01691542075974,0
0,32,3,151.12315218872652,0
17,59,6,114.20392671533727,0
11,46,1,101.39813599016341,0
12,7,1,97.60319646986517,0
0,2,3,185.48795081177187,0
11,45,3,46.57023407493095,0
11,38,6,253.29104316001496,0
13,37,2,65.9479133719411,0
23,3,5,84.80672468185998,0
0,12,5,250.13483036966994,0
19,3,4,56.57112108793562,0
5,51,4,239.0644202616161,0
7,48,4,235.41483752328622,0
4,36,6,245.2660508105359,0
3,39,2,165.5931754165769,0
2,12,5,51.77382262555642,0
9,25,4,44.80635542954262,0
17,22,2,119.41375195202603,0
22,43,6,841.6163067995259,0
5,21,1,141.53675451752923,0
8,57,3,79.88348455936338,0
8,27,0,165.6060758667807,0
23,36,6,201.99054233143403,0
9,5,3,128.72043324554318,0
3,41,0,265.45474003502113,0
0,49,4,121.8376286105979,0
21,44,6,65.42574457946856,0
23,35,3,1164.5204415437079,0
12,48,3,117.7139511628283,0
9,25,1,46.45772727586757,0
22,4,3,189.36851153325645,0
20,33,2,95.68845261201565,0
23,53,0,73.77386057591463,0
4,20,6,108.70047572089118,0
3,12,6,207.97335729810322,0
10,5,0,296.8615174773004,0
9,41,2,84.60243100951253,0
8,53,0,34.05974930077171,0
15,34,3,126.64886344683413,0
15,51,6,213.34277136013438,0
12,22,5,272.3067851841497,0
14,45,3,254.32949732676178,0
21,52,0,195.06852666135597,0
7,52,3,282.20172755694085,0
17,45,1,155.3066624041621,0
21,3,5,186.6761901734945,0
0,7,5,131.30061033931813,0
22,35,2,180.7615927513466,0
6,51,6,57.10339979769583,0
22,11,3,159.05777553997294,0
1,26,6,233.84291362918975,0
0,28,4,223.30145686344122,0
4,12,6,139.65590290094343,0
18,58,4,44.83638296814294,0
7,21,3,172.21754410890335,0
23,4,3,73.27484716914952,0
10,0,4,73.46621408939234,0
11,34,6,292.75270732918636,0
7,14,0,104.97636599337929,0
2,40,6,121.3648993859955,0
13,40,3,0.08605472311881801,0
14,21,6,141.04054211985758,0
0,42,3,34.093503607273576,0
5,54,2,191.2860133570647,0
16,32,1,241.7679131003461,0
4,31,2,7.0727110359056935,1
0,29,3,125.3317739788313,0
6,0,4,257.20984362439305,0
20,41,5,95.445431112885,0
3,29,2,110.67038537454115,0
18,28,6,199.34985858412907,0
17,34,4,249.13210840809808,0
12,7,2,102.73585076537151,0
23,24,0,138.9044049417517,0
3,1,2,284.6602101526692,0
9,19,5,895.1366920949845,0
3,54,3,287.4825896803941,0
17,56,3,170.13295665615712,0
17,59,6,202.97438523938365,0
9,49,2,206.65914048886515,0
4,57,1,45.194136672877576,0
1,25,6,138.6001777313712,0
2,23,0,1174.1765901310387,1
22,30,6,913.8097754963951,0
2,18,5,45.29623102439169,0
17,52,2,158.54508885552713,0
0,22,0,3.927282926176434,1
20,9,4,144.22090801580754,0
2,8,3,211.57707915853794,0
3,19,3,112.58000308222492,0
23,0,3,49.56341613618517,0
15,55,1,42.6545230922596,0
3,15,3,809.5990284293351,1
22,9,1,42.56435838060932,0
7,51,3,892.0017585413461,0
10,24,4,1027.7282743366202,0
17,20,0,275.60402292030585,0
2,22,6,197.82451085150265,0
12,7,2,245.05056391249718,0
4,40,1,263.1828271526226,0
8,25,5,49.25660981662816,0
20,2,3,291.3682636229274,0
4,53,6,260.7683073043145,0
12,14,3,249.40211054772513,0
0,5,0,248.31986378511976,0
21,15,3,265.45604150415545,0
17,55,5,111.70834903863737,0
15,2,3,931.6679290515772,0
8,39,2,58.48409141332879,0
9,8,2,279.12317122128775,0
10,24,3,187.06577904638107,0
22,23,1,81.91104559545883,0
23,48,3,210.5235743939989,0
17,41,0,1086.692028131063,0
16,32,0,185.48001997185,0
15,28,3,150.79467011706762,0
11,7,0,885.4890017168843,0
9,55,3,151.69898030284034,0
23,21,3,210.240845048125,0
15,52,2,215.98732855904797,0
10,22,5,1100.7135535948194,0
15,30,5,112.79705748236702,0
7,28,5,242.34163494267747,0
17,2,6,274.186933110604,0
15,47,1,95.36628892916751,0
5,37,4,268.4450802717055,0
4,49,2,263.04782970759595,0
20,43,3,187.76092375756008,0
12,4,4,234.52658203925003,0
5,14,2,9.367096763123108,1
8,24,5,104.2706967357671,0
22,25,0,44.26181443510101,0
11,7,3,3.0043516545182145,0
1,22,6,146.74552089639798,0
1,17,5,103.07103117212299,0
3,51,2,240.3808892241003,0
11,9,5,6.220901553652254,0
21,0,6,47.13128459453068,0
12,34,2,281.65874829996073,0
12,6,2,53.23098280594498,0
6,37,0,105.93840680911181,0
13,27,6,78.89505557119023,0
12,11,1,59.541215917147966,0
13,27,4,297.0653412782819,0
6,39,2,35.837894226832375,0
14,21,0,298.4053212694073,0
4,49,2,261.42325232066685,0
5,20,4,209.2228115444083,0
18,12,6,261.4444476755789,0
6,50,1,59.96340023904194,0
23,30,5,141.28076987256935,0
7,30,0,212.10919400960182,0
9,34,1,71.07805020732974,0
10,5,1,163.09483859724332,0
1,13,4,7.87546069548212,1
18,45,5,45.08204027695301,0
23,9,3,85.55857571057435,0
1,2,3,58.34747070703314,0
21,11,4,206.34109960096455,0
1,26,6,611.8660190413341,1
22,55,1,142.93178481573372,0
8,45,1,93.73660654738926,0
8,36,3,114.47929286621373,0
6,15,6,105.26228754330363,0
21,5,6,183.11278618131274,0
17,34,3,270.03103055017505,0
22,50,0,233.76054509037715,0
22,33,4,293.33783938245864,0
1,38,6,62.703961423112645,0
2,1,1,281.2401930612424,0
21,45,3,181.1899792391385,0
5,20,4,213.2634731040982,0
15,5,2,95.03669569093147,0
4,14,3,153.6042391284202,0
7,1,1,208.24969293837788,0
15,39,3,279.55064103724965,0
4,59,2,170.9937660997788,0
13,59,1,240.09040150395916,0
10,56,5,159.62230143543636,0
23,6,2,67.87365463463124,0
1,31,6,213.26791680667932,0
14,47,2,171.12155268091885,0
3,44,2,100.160179929997,0
12,23,1,282.3527406033867,0
23,25,6,0.8345723418085149,0
19,29,6,76.67854944134011,0
2,40,4,3.8184883338900457,1
5,20,4,255.06775947721724,0
22,19,0,74.66665080520355,0
22,15,4,248.14865757966106,0
5,57,2,246.91887529806718,0
17,37,2,199.6644107896186,0
3,9,3,33.4039142447575,0
19,8,4,144.34632897870853,0
3,54,5,626.7095692115478,1
2,23,5,257.178646576618,0
2,33,1,146.1752173697007,0
19,57,3,49.47128137240893,0
13,6,2,82.46915707985283,0
11,30,1,60.4382075892917,0
8,2,3,6.925312455109926,0
15,16,5,94.74460578285041,0
8,24,1,186.89122089724037,0
